State,Year,Pop12_17,Pop18_25,Pop26Plus,Alc12_17,Alc18_25,Alc26Plus,Mar1_17,Mar18_25,Mar26Plus,Tob12_17,Tob18_25,Tob26Plus,Division,Region
Pennsylvania,2005,1029986,1325571,8088579,0.165537,0.638632,0.55053,0.066465,0.173602,0.040015,0.151567,0.470811,0.307006,Middle Atlantic,Northeast
Rhode Island,2005,87162,125832,687555,0.204052,0.742473,0.642259,0.096781,0.275409,0.059606,0.134511,0.454765,0.279618,New England,Northeast
South Carolina,2005,361860,461761,2698757,0.143382,0.549096,0.477028,0.060955,0.156102,0.036232,0.14933,0.479533,0.341183,South Atlantic,South
South Dakota,2005,66214,92864,477378,0.186529,0.738634,0.612671,0.063708,0.139617,0.034032,0.174009,0.489129,0.31486,West North Central,Midwest
Tennessee,2005,486247,634563,3851545,0.139366,0.549113,0.438654,0.059789,0.168617,0.042875,0.164794,0.526149,0.383984,East South Central,South
Texas,2005,2083455,2674678,13620520,0.165523,0.594922,0.525948,0.055644,0.120136,0.026475,0.116729,0.423707,0.311139,West South Central,South
Utah,2005,233270,364626,1353274,0.113085,0.367721,0.344002,0.049622,0.096646,0.027219,0.096795,0.304379,0.217431,Mountain,West
Vermont,2005,51757,70705,414171,0.203969,0.730492,0.63221,0.100977,0.282339,0.066909,0.166392,0.532235,0.279866,New England,Northeast
Virginia,2005,621149,782661,4767472,0.151255,0.611249,0.549707,0.064304,0.156771,0.037381,0.128167,0.480501,0.28244,South Atlantic,South
Washington,2005,532240,686791,4037966,0.171309,0.659278,0.574694,0.077757,0.200517,0.061739,0.125354,0.431015,0.269124,Pacific,West
West Virginia,2005,136941,188109,1219878,0.165779,0.538376,0.360391,0.069385,0.18606,0.039979,0.184177,0.528093,0.409418,South Atlantic,South
Wisconsin,2005,469879,631978,3530390,0.194971,0.716526,0.673411,0.065884,0.157523,0.036471,0.139269,0.474913,0.322384,East North Central,Midwest
Wyoming,2005,42307,60899,324179,0.202133,0.705542,0.586106,0.075578,0.176442,0.047267,0.192785,0.527767,0.33304,Mountain,West
Alabama,2006,386639,500168,2919719,0.149648,0.522224,0.412686,0.054082,0.113858,0.031572,0.164336,0.478203,0.3432,East South Central,South
Alaska,2006,64383,74321,395433,0.151618,0.614515,0.586544,0.079823,0.188131,0.06003,0.141865,0.464643,0.294439,Pacific,West
Arizona,2006,531706,667551,3852843,0.165876,0.584966,0.552038,0.060227,0.151663,0.035841,0.124162,0.421304,0.28733,Mountain,West
Arkansas,2006,234358,298001,1778618,0.169973,0.550467,0.454109,0.066278,0.154332,0.041122,0.16422,0.497265,0.355877,West South Central,South
California,2006,3251070,4216574,22275311,0.155357,0.587773,0.525363,0.068116,0.169433,0.045699,0.08812,0.336126,0.228918,Pacific,West
Colorado,2006,387286,516885,3028921,0.179943,0.690083,0.638275,0.081488,0.217559,0.058096,0.147858,0.488547,0.283824,Mountain,West
Connecticut,2006,296415,352612,2273192,0.193489,0.720749,0.660502,0.07439,0.202108,0.038728,0.124204,0.466889,0.249465,New England,Northeast
Delaware,2006,70333,91979,547985,0.157286,0.650733,0.568141,0.069011,0.187256,0.040938,0.110603,0.404212,0.283141,South Atlantic,South
District of Columbia,2006,37965,82030,377906,0.14071,0.705022,0.605132,0.068143,0.239745,0.068708,0.092782,0.382499,0.285659,South Atlantic,South
Florida,2006,1389340,1778827,12041147,0.167877,0.59157,0.559122,0.069344,0.175069,0.036145,0.116622,0.413478,0.289058,South Atlantic,South
Georgia,2006,822659,1001876,5761385,0.142974,0.535289,0.49736,0.057332,0.143276,0.041115,0.137152,0.438636,0.311226,South Atlantic,South
Hawaii,2006,99465,126140,819708,0.140983,0.612007,0.50062,0.070504,0.156663,0.037207,0.100489,0.387747,0.224161,Pacific,West
Idaho,2006,132866,165315,893079,0.141979,0.513853,0.445774,0.061001,0.13855,0.035826,0.112132,0.384774,0.25415,Mountain,West
Illinois,2006,1094265,1433731,8011425,0.163986,0.652063,0.553842,0.061995,0.15366,0.035687,0.126311,0.448183,0.298008,East North Central,Midwest
Indiana,2006,539431,689525,3967335,0.149127,0.610039,0.528753,0.073682,0.16246,0.04033,0.14625,0.488342,0.332794,East North Central,Midwest
Iowa,2006,248086,343994,1882850,0.171487,0.660425,0.549697,0.055256,0.104138,0.024001,0.145179,0.433887,0.300429,West North Central,Midwest
Kansas,2006,235408,322138,1693284,0.179887,0.665238,0.546006,0.068809,0.144399,0.037213,0.151997,0.491986,0.310005,West North Central,Midwest
Kentucky,2006,341772,430183,2710811,0.160976,0.580822,0.422685,0.070219,0.17382,0.036893,0.200703,0.569067,0.361245,East South Central,South
Louisiana,2006,372138,505392,2604053,0.167811,0.598891,0.529941,0.057639,0.141587,0.037126,0.134893,0.448022,0.328559,West South Central,South
Maine,2006,105652,127761,894906,0.176279,0.664677,0.550637,0.097952,0.266546,0.055696,0.136332,0.473216,0.304315,New England,Northeast
Maryland,2006,478466,589416,3571216,0.156396,0.658853,0.569768,0.058612,0.159116,0.030783,0.104444,0.386243,0.260291,South Atlantic,South
Massachusetts,2006,510890,716472,4200845,0.185171,0.720181,0.632406,0.086828,0.233917,0.051818,0.131663,0.429718,0.249184,New England,Northeast
Michigan,2006,888059,1095038,6401469,0.161354,0.677108,0.587101,0.075522,0.184504,0.049523,0.132438,0.471581,0.302195,East North Central,Midwest
Minnesota,2006,436903,582894,3276237,0.172338,0.728757,0.643569,0.072016,0.19554,0.050736,0.144534,0.50455,0.293269,West North Central,Midwest
Mississippi,2006,259663,330771,1756337,0.122597,0.482821,0.386748,0.047285,0.120502,0.032696,0.121274,0.44187,0.33504,East South Central,South
Missouri,2006,494026,633170,3701021,0.163528,0.638877,0.528317,0.064227,0.141907,0.039304,0.140955,0.476154,0.339481,West North Central,Midwest
Montana,2006,79003,105557,611324,0.187655,0.675925,0.580875,0.093974,0.219416,0.063403,0.166315,0.499413,0.293442,Mountain,West
Nebraska,2006,149456,209102,1085658,0.180779,0.677898,0.55616,0.055693,0.136559,0.0331,0.130427,0.450153,0.288084,West North Central,Midwest
Nevada,2006,211067,243884,1609285,0.149985,0.600754,0.561583,0.070515,0.142309,0.044613,0.118463,0.412928,0.300454,Mountain,West
New Hampshire,2006,111310,134161,868239,0.180397,0.737446,0.656746,0.086439,0.259262,0.054579,0.126127,0.465325,0.257174,New England,Northeast
New Jersey,2006,727090,852072,5662105,0.179893,0.658523,0.582009,0.057687,0.148497,0.030258,0.115639,0.424444,0.253792,Middle Atlantic,Northeast
New Mexico,2006,172181,226537,1198968,0.167997,0.592614,0.457197,0.087281,0.190645,0.045258,0.150167,0.470708,0.270208,Mountain,West
New York,2006,1579916,2179143,12397704,0.190026,0.650329,0.578877,0.074333,0.200599,0.045963,0.103486,0.380524,0.251657,Middle Atlantic,Northeast
North Carolina,2006,728599,907260,5664014,0.141319,0.535358,0.445044,0.062248,0.154646,0.035561,0.134098,0.438462,0.311841,South Atlantic,South
North Dakota,2006,50947,88579,388842,0.212102,0.753957,0.623889,0.05018,0.118576,0.0342,0.152978,0.476693,0.286506,West North Central,Midwest
Ohio,2006,971766,1226839,7315244,0.180476,0.661159,0.53075,0.073514,0.17388,0.039485,0.163951,0.519604,0.336114,East North Central,Midwest
Oklahoma,2006,299621,410759,2202862,0.144946,0.553553,0.440948,0.062125,0.125208,0.037077,0.162508,0.483372,0.36793,West South Central,South
Oregon,2006,297325,387123,2436662,0.175421,0.610971,0.598119,0.078085,0.184325,0.057079,0.135047,0.39494,0.273211,Pacific,West
Pennsylvania,2006,1018244,1324878,8099649,0.171174,0.639052,0.559561,0.069086,0.158627,0.034418,0.150966,0.457394,0.302587,Middle Atlantic,Northeast
Rhode Island,2006,85339,127016,683457,0.216156,0.751338,0.659035,0.097663,0.300214,0.068878,0.142846,0.479884,0.285049,New England,Northeast
South Carolina,2006,362886,457237,2759373,0.145298,0.583308,0.496456,0.052979,0.138187,0.032455,0.13993,0.474303,0.336069,South Atlantic,South
South Dakota,2006,66722,91328,484977,0.187071,0.721211,0.602754,0.057669,0.142019,0.036976,0.158942,0.499792,0.300674,West North Central,Midwest
Tennessee,2006,496587,620435,3921118,0.135564,0.520139,0.421836,0.061231,0.162522,0.038929,0.159718,0.489031,0.361278,East South Central,South
Texas,2006,2105817,2699382,13969152,0.147784,0.579668,0.50678,0.054706,0.110131,0.027562,0.113259,0.39923,0.300769,West South Central,South
Utah,2006,243193,370864,1398474,0.098515,0.353614,0.330841,0.043198,0.098444,0.026417,0.07924,0.270496,0.202687,Mountain,West
Vermont,2006,50946,68687,415768,0.213506,0.71218,0.631237,0.109031,0.291595,0.067522,0.151778,0.489292,0.279647,New England,Northeast
Virginia,2006,617354,798995,4833297,0.159327,0.65129,0.555789,0.076269,0.18574,0.044478,0.123978,0.447611,0.27561,South Atlantic,South
Washington,2006,534929,672222,4127451,0.179041,0.6451,0.576374,0.074011,0.190554,0.056214,0.131218,0.409775,0.263248,Pacific,West
West Virginia,2006,136317,181656,1221268,0.151423,0.547924,0.367768,0.063977,0.164205,0.033803,0.167305,0.520861,0.379659,South Atlantic,South
Wisconsin,2006,467728,619449,3562535,0.195825,0.72408,0.651813,0.070601,0.161807,0.03985,0.15349,0.485208,0.315844,East North Central,Midwest
Wyoming,2006,42925,59433,327096,0.204537,0.707964,0.585848,0.080773,0.181262,0.04593,0.212257,0.553397,0.355771,Mountain,West
Alabama,2007,383012,499641,2945019,0.130411,0.524713,0.419022,0.052351,0.129917,0.030587,0.147446,0.473836,0.324691,East South Central,South
Alaska,2007,62685,75733,402686,0.142873,0.616401,0.597247,0.080049,0.202775,0.072042,0.136285,0.446308,0.294504,Pacific,West
Arizona,2007,537098,672122,3970487,0.160495,0.604926,0.564538,0.065748,0.160837,0.039644,0.110919,0.413057,0.279068,Mountain,West
Arkansas,2007,232677,293615,1798383,0.147727,0.539559,0.450748,0.056759,0.155053,0.038406,0.15018,0.48446,0.364462,West South Central,South
California,2007,3209102,4257978,22463775,0.147934,0.578177,0.531786,0.068799,0.172889,0.04616,0.083681,0.331231,0.225877,Pacific,West
Colorado,2007,387018,520149,3099040,0.190211,0.712626,0.659816,0.091267,0.234395,0.068407,0.141317,0.480944,0.292181,Mountain,West
Connecticut,2007,292219,356482,2270009,0.184208,0.694144,0.6503,0.077891,0.19784,0.04208,0.11399,0.428126,0.256692,New England,Northeast
Delaware,2007,69899,92374,555898,0.155207,0.673484,0.582316,0.071903,0.221084,0.046013,0.12464,0.43882,0.302888,South Atlantic,South
District of Columbia,2007,37001,84647,382077,0.153966,0.724457,0.622009,0.072093,0.237239,0.067865,0.09345,0.374698,0.295641,South Atlantic,South
Florida,2007,1368710,1777472,12159193,0.161544,0.583154,0.558734,0.065489,0.156205,0.040436,0.113668,0.403789,0.287911,South Atlantic,South
Georgia,2007,824664,999107,5874242,0.130885,0.543697,0.517629,0.05409,0.147214,0.038672,0.133551,0.421706,0.320698,South Atlantic,South
Hawaii,2007,95794,128777,828347,0.126381,0.586108,0.506842,0.070893,0.173119,0.049735,0.099676,0.388492,0.233917,Pacific,West
Idaho,2007,132932,163520,913888,0.123087,0.512013,0.45321,0.070734,0.145533,0.039792,0.108867,0.378333,0.251168,Mountain,West
Illinois,2007,1082534,1442935,8046718,0.159574,0.64842,0.580553,0.061805,0.145582,0.036735,0.128974,0.442677,0.292811,East North Central,Midwest
Indiana,2007,535015,677663,4001008,0.156929,0.582004,0.522993,0.075782,0.168662,0.042497,0.151512,0.474061,0.328068,East North Central,Midwest
Iowa,2007,244378,340717,1894591,0.15506,0.662992,0.567394,0.051285,0.086173,0.020907,0.126639,0.414902,0.286175,West North Central,Midwest
Kansas,2007,232244,321431,1708875,0.15487,0.660102,0.533082,0.062671,0.134736,0.033667,0.132919,0.493013,0.293339,West North Central,Midwest
Kentucky,2007,339631,425520,2745161,0.138291,0.535685,0.416704,0.063754,0.159251,0.039568,0.179955,0.543179,0.384454,East South Central,South
Louisiana,2007,370852,513946,2648484,0.153695,0.601894,0.498513,0.052254,0.136458,0.033121,0.116491,0.415407,0.313749,West South Central,South
Maine,2007,102760,125395,897986,0.164574,0.637889,0.549718,0.091257,0.233801,0.059255,0.127783,0.463145,0.296023,New England,Northeast
Maryland,2007,469557,598009,3582541,0.147155,0.659286,0.586445,0.062834,0.165953,0.034201,0.093768,0.367489,0.251833,South Atlantic,South
Massachusetts,2007,506225,733229,4219456,0.181047,0.710929,0.645171,0.081371,0.220109,0.043569,0.108219,0.392473,0.233999,New England,Northeast
Michigan,2007,869168,1086307,6405116,0.156827,0.662734,0.578553,0.073572,0.19204,0.048992,0.131012,0.4572,0.300221,East North Central,Midwest
Minnesota,2007,429517,576248,3308617,0.171562,0.73296,0.667362,0.066002,0.20953,0.047757,0.137936,0.492201,0.286483,West North Central,Midwest
Mississippi,2007,256834,329777,1764673,0.118886,0.487232,0.399426,0.044608,0.115221,0.030647,0.112577,0.419126,0.321607,East South Central,South
Missouri,2007,488564,623849,3738674,0.150721,0.621834,0.52912,0.062987,0.152859,0.03651,0.139692,0.470345,0.325987,West North Central,Midwest
Montana,2007,78003,105436,621245,0.187962,0.677006,0.612808,0.086464,0.229928,0.058073,0.156008,0.487707,0.291121,Mountain,West
Nebraska,2007,147219,208669,1092664,0.163565,0.667643,0.588741,0.063213,0.13505,0.031573,0.133786,0.438059,0.283327,West North Central,Midwest
Nevada,2007,213693,241972,1646368,0.143896,0.586179,0.557071,0.075762,0.163176,0.045621,0.116951,0.402207,0.304152,Mountain,West
New Hampshire,2007,109279,132548,872225,0.184554,0.747499,0.668993,0.094315,0.265339,0.063186,0.123807,0.428122,0.261073,New England,Northeast
New Jersey,2007,715118,858459,5652902,0.151703,0.634844,0.575622,0.056908,0.159904,0.03045,0.096025,0.37072,0.257758,Middle Atlantic,Northeast
New Mexico,2007,167079,226011,1217991,0.152864,0.5825,0.477012,0.08271,0.164127,0.039592,0.131062,0.438541,0.255555,Mountain,West
New York,2007,1559314,2218415,12500501,0.174098,0.655152,0.58202,0.078263,0.213108,0.042833,0.104421,0.384183,0.236729,Middle Atlantic,Northeast
North Carolina,2007,730031,926614,5782173,0.141497,0.57516,0.47451,0.069071,0.165556,0.042148,0.135932,0.440532,0.318422,South Atlantic,South
North Dakota,2007,49767,89213,391328,0.204315,0.754633,0.608302,0.053393,0.115541,0.034934,0.147138,0.495261,0.279043,West North Central,Midwest
Ohio,2007,956958,1210200,7350420,0.16248,0.644735,0.536916,0.074474,0.168494,0.038394,0.148173,0.510338,0.335342,East North Central,Midwest
Oklahoma,2007,295908,408764,2229744,0.13192,0.568779,0.429381,0.059809,0.115718,0.034142,0.14486,0.465428,0.33073,West South Central,South
Oregon,2007,295639,383360,2477185,0.167914,0.652234,0.630821,0.081648,0.218897,0.064941,0.145044,0.422054,0.29745,Pacific,West
Pennsylvania,2007,998611,1325852,8116495,0.167164,0.6469,0.565763,0.069422,0.153238,0.032944,0.144476,0.449291,0.306017,Middle Atlantic,Northeast
Rhode Island,2007,83372,126249,680188,0.207367,0.747971,0.641926,0.093888,0.303829,0.074418,0.125743,0.464282,0.275174,New England,Northeast
South Carolina,2007,359862,460337,2817192,0.134625,0.535365,0.498095,0.054479,0.135721,0.035268,0.121943,0.445897,0.321258,South Atlantic,South
South Dakota,2007,66089,90910,494494,0.17378,0.713324,0.59864,0.061207,0.144867,0.034563,0.1472,0.499897,0.288244,West North Central,Midwest
Tennessee,2007,496878,616545,3996018,0.124395,0.538306,0.418704,0.061191,0.168422,0.041083,0.13809,0.45672,0.342951,East South Central,South
Texas,2007,2107904,2702238,14256754,0.141405,0.574975,0.499229,0.057441,0.116967,0.028572,0.105207,0.388092,0.281951,West South Central,South
Utah,2007,248473,374336,1458451,0.076273,0.303587,0.307939,0.050748,0.098002,0.027512,0.075149,0.24009,0.18029,Mountain,West
Vermont,2007,49626,68089,417049,0.203587,0.738384,0.633308,0.109299,0.29685,0.068972,0.147428,0.462108,0.277166,New England,Northeast
Virginia,2007,612162,820128,4873378,0.148488,0.644344,0.566946,0.067577,0.165384,0.038276,0.117242,0.40261,0.267094,South Atlantic,South
Washington,2007,528584,673412,4199736,0.159159,0.629284,0.606549,0.07146,0.173358,0.057558,0.126593,0.406356,0.264983,Pacific,West
West Virginia,2007,134149,177189,1224679,0.139421,0.529296,0.388714,0.062538,0.142878,0.032675,0.167881,0.532954,0.36606,South Atlantic,South
Wisconsin,2007,460365,613671,3601989,0.187692,0.712598,0.638489,0.072439,0.18041,0.043122,0.143788,0.465526,0.31378,East North Central,Midwest
Wyoming,2007,42535,59260,332809,0.178705,0.644675,0.557218,0.072743,0.152034,0.03653,0.196157,0.514433,0.344766,Mountain,West
Alabama,2008,379377,505718,2974610,0.126953,0.544142,0.448369,0.056982,0.144948,0.033529,0.132611,0.454119,0.333293,East South Central,South
Alaska,2008,60678,77131,409778,0.142249,0.604975,0.593676,0.091426,0.251573,0.093036,0.134585,0.44601,0.289141,Pacific,West
Arizona,2008,538865,686141,4050064,0.147954,0.593499,0.545999,0.072811,0.170793,0.048591,0.101689,0.397977,0.253876,Mountain,West
Arkansas,2008,231516,295741,1818264,0.153404,0.559389,0.447981,0.067252,0.161576,0.043957,0.149864,0.477364,0.358094,West South Central,South
California,2008,3147890,4329856,22568441,0.141084,0.597891,0.539929,0.077004,0.186706,0.055653,0.094674,0.343718,0.224347,Pacific,West
Colorado,2008,384709,527605,3153539,0.202168,0.695135,0.661121,0.101734,0.24181,0.073098,0.133007,0.436718,0.263655,Mountain,West
Connecticut,2008,287870,363648,2276860,0.185573,0.678574,0.630761,0.08346,0.225566,0.046994,0.110102,0.414921,0.245757,New England,Northeast
Delaware,2008,68911,93807,564013,0.163498,0.685302,0.591796,0.075448,0.226733,0.0429,0.130664,0.455307,0.296476,South Atlantic,South
District of Columbia,2008,35726,86607,385608,0.156269,0.718151,0.635336,0.074972,0.195891,0.060673,0.09481,0.349612,0.276645,South Atlantic,South
Florida,2008,1348640,1804515,12261205,0.152962,0.569056,0.545769,0.063121,0.152105,0.043509,0.106101,0.383564,0.268468,South Atlantic,South
Georgia,2008,822696,1013813,5963681,0.135565,0.581764,0.521856,0.055034,0.158672,0.044626,0.116768,0.407997,0.292043,South Atlantic,South
Hawaii,2008,93198,131005,828273,0.116426,0.572083,0.509469,0.077198,0.191485,0.068406,0.099325,0.37258,0.213168,Pacific,West
Idaho,2008,132962,164370,930335,0.129079,0.524995,0.491859,0.075024,0.141286,0.042057,0.1075,0.397338,0.268177,Mountain,West
Illinois,2008,1065750,1461607,8068047,0.151623,0.648798,0.576019,0.072873,0.162321,0.038588,0.124494,0.442436,0.284423,East North Central,Midwest
Indiana,2008,529845,679069,4034745,0.144088,0.579423,0.5082,0.072384,0.164805,0.041743,0.139732,0.463143,0.317993,East North Central,Midwest
Iowa,2008,240105,339894,1905387,0.173365,0.690611,0.594293,0.068807,0.116232,0.029243,0.124103,0.440754,0.300116,West North Central,Midwest
Kansas,2008,229136,321796,1723761,0.15931,0.663354,0.566621,0.059702,0.130389,0.033965,0.131073,0.474586,0.299075,West North Central,Midwest
Kentucky,2008,336896,428585,2771834,0.122115,0.506385,0.400959,0.052702,0.14246,0.032714,0.168247,0.526956,0.383698,East South Central,South
Louisiana,2008,370950,523818,2716104,0.152644,0.61674,0.50162,0.048155,0.151901,0.032556,0.107152,0.410597,0.313998,West South Central,South
Maine,2008,99629,125205,902774,0.145682,0.653392,0.580783,0.084288,0.261287,0.076914,0.121254,0.476497,0.29278,New England,Northeast
Maryland,2008,459954,611079,3612130,0.140231,0.617446,0.580933,0.070136,0.170265,0.035552,0.090391,0.356955,0.237228,South Atlantic,South
Massachusetts,2008,498720,758227,4263188,0.168916,0.723853,0.648337,0.090888,0.248419,0.058375,0.104995,0.414197,0.238527,New England,Northeast
Michigan,2008,842712,1086902,6402870,0.145592,0.637311,0.583917,0.078844,0.189865,0.055212,0.128832,0.458633,0.301656,East North Central,Midwest
Minnesota,2008,421196,574322,3344152,0.147036,0.681297,0.65514,0.055844,0.171003,0.041301,0.124938,0.475739,0.260682,West North Central,Midwest
Mississippi,2008,252527,331040,1778519,0.127018,0.529934,0.419628,0.050248,0.117201,0.031458,0.12104,0.432938,0.321927,East South Central,South
Missouri,2008,482442,626322,3786858,0.139247,0.610063,0.529534,0.057426,0.169066,0.041527,0.145683,0.471944,0.325472,West North Central,Midwest
Montana,2008,76196,105444,629651,0.2139,0.690721,0.619493,0.087838,0.219899,0.057238,0.155942,0.492032,0.300291,Mountain,West
Nebraska,2008,144863,208854,1100620,0.138093,0.649759,0.56667,0.060883,0.14699,0.035029,0.122939,0.421391,0.287115,West North Central,Midwest
Nevada,2008,214026,246764,1668924,0.152945,0.603239,0.586273,0.089631,0.183422,0.05057,0.119788,0.404035,0.287756,Mountain,West
New Hampshire,2008,106508,133724,880070,0.178313,0.749719,0.679122,0.096595,0.272807,0.069093,0.125518,0.451628,0.274048,New England,Northeast
New Jersey,2008,702953,871610,5658877,0.151727,0.64959,0.573682,0.061623,0.174215,0.029863,0.098078,0.383399,0.245778,Middle Atlantic,Northeast
New Mexico,2008,163513,227941,1230799,0.156238,0.571096,0.500492,0.092468,0.15738,0.044924,0.128212,0.426195,0.256211,Mountain,West
New York,2008,1535172,2262614,12574826,0.168298,0.663191,0.585712,0.085013,0.230887,0.04867,0.10734,0.391349,0.236351,Middle Atlantic,Northeast
North Carolina,2008,727969,947518,5878891,0.128268,0.583546,0.499845,0.071924,0.168518,0.044864,0.120086,0.436951,0.317154,South Atlantic,South
North Dakota,2008,48559,88745,395073,0.189776,0.718013,0.594601,0.050577,0.106528,0.033003,0.134645,0.463861,0.288734,West North Central,Midwest
Ohio,2008,939669,1213022,7401492,0.149916,0.653715,0.540796,0.076319,0.17263,0.038871,0.141104,0.495354,0.317636,East North Central,Midwest
Oklahoma,2008,293240,409494,2253581,0.138606,0.591198,0.473118,0.062312,0.141847,0.039626,0.137837,0.485604,0.350703,West South Central,South
Oregon,2008,292301,386957,2507377,0.177487,0.666889,0.635839,0.086555,0.238712,0.071096,0.149435,0.450897,0.295646,Pacific,West
Pennsylvania,2008,980441,1342616,8192882,0.167318,0.663075,0.578138,0.071946,0.170768,0.037977,0.138438,0.452948,0.306746,Middle Atlantic,Northeast
Rhode Island,2008,81128,127468,679594,0.182873,0.711699,0.627768,0.090916,0.271445,0.069428,0.103014,0.415087,0.254135,New England,Northeast
South Carolina,2008,356186,469765,2872669,0.124504,0.533191,0.48822,0.055453,0.168815,0.041604,0.117751,0.442928,0.315866,South Atlantic,South
South Dakota,2008,64983,90798,500732,0.158483,0.706606,0.609292,0.066119,0.135474,0.034383,0.149371,0.495436,0.301615,West North Central,Midwest
Tennessee,2008,494043,622376,4049989,0.113851,0.534022,0.427708,0.051871,0.166391,0.037243,0.124621,0.469764,0.34052,East South Central,South
Texas,2008,2113980,2737418,14523007,0.140854,0.584896,0.515238,0.061057,0.134467,0.029057,0.1001,0.383627,0.274116,West South Central,South
Utah,2008,252460,376060,1500232,0.067317,0.320927,0.307192,0.047849,0.082093,0.022704,0.067168,0.249434,0.188042,Mountain,West
Vermont,2008,47705,68523,419240,0.183951,0.735617,0.628699,0.097333,0.305584,0.077549,0.126566,0.442816,0.265811,New England,Northeast
Virginia,2008,604833,835958,4928699,0.130986,0.602145,0.538253,0.06331,0.157021,0.034495,0.117381,0.415428,0.270255,South Atlantic,South
Washington,2008,522369,685351,4262578,0.140316,0.607681,0.605419,0.077353,0.17194,0.055324,0.118667,0.414602,0.26348,Pacific,West
West Virginia,2008,132189,176668,1229556,0.132275,0.534537,0.386623,0.057434,0.174597,0.037415,0.168818,0.541979,0.384388,South Atlantic,South
Wisconsin,2008,450304,615402,3632151,0.186235,0.71812,0.654178,0.071997,0.174881,0.041638,0.128833,0.454098,0.297885,East North Central,Midwest
Wyoming,2008,42168,60175,339021,0.17061,0.623268,0.574094,0.07553,0.155033,0.033653,0.184096,0.497002,0.335829,Mountain,West
Alabama,2009,375942,515510,2993410,0.121178,0.523092,0.453932,0.057453,0.139016,0.032954,0.118858,0.442994,0.332852,East South Central,South
Alaska,2009,58753,81679,414553,0.136673,0.591777,0.570994,0.086358,0.244636,0.098197,0.13265,0.456273,0.318907,Pacific,West
Arizona,2009,538672,698979,4111148,0.136111,0.555831,0.51364,0.075801,0.159488,0.047825,0.115228,0.377541,0.259555,Mountain,West
Arkansas,2009,231881,301928,1833369,0.142648,0.54672,0.4243,0.06384,0.13879,0.039581,0.137589,0.453492,0.340759,West South Central,South
California,2009,3101979,4325900,22773074,0.139948,0.609933,0.532718,0.085956,0.199448,0.059631,0.090573,0.339314,0.211328,Pacific,West
Colorado,2009,381533,549726,3192744,0.176615,0.696043,0.668721,0.099088,0.263492,0.088579,0.123728,0.425745,0.259428,Mountain,West
Connecticut,2009,283906,375156,2285109,0.177511,0.687567,0.629783,0.088613,0.235559,0.049582,0.108097,0.413405,0.241757,New England,Northeast
Delaware,2009,67805,94200,572665,0.161389,0.667032,0.597308,0.084937,0.210535,0.04478,0.125345,0.421693,0.287966,South Atlantic,South
District of Columbia,2009,34683,86622,392811,0.140908,0.719922,0.635069,0.093062,0.21136,0.076694,0.090815,0.354942,0.273747,South Atlantic,South
Florida,2009,1336737,1850052,12361513,0.143584,0.567965,0.537283,0.06916,0.17224,0.043318,0.104279,0.375616,0.262442,South Atlantic,South
Georgia,2009,820145,1050786,6022823,0.141985,0.579192,0.509359,0.064219,0.149104,0.037269,0.115226,0.403943,0.26506,South Atlantic,South
Hawaii,2009,91104,131160,827725,0.129236,0.598007,0.498318,0.078972,0.198945,0.059664,0.100392,0.36797,0.217446,Pacific,West
Idaho,2009,131965,171302,939631,0.131468,0.546691,0.509799,0.076283,0.164873,0.0556,0.118548,0.416996,0.274277,Mountain,West
Illinois,2009,1053276,1460312,8097288,0.13747,0.666792,0.572305,0.075303,0.187865,0.041477,0.109354,0.440457,0.283044,East North Central,Midwest
Indiana,2009,525525,701086,4047093,0.127022,0.602228,0.523095,0.066832,0.174959,0.04045,0.122231,0.473928,0.301179,East North Central,Midwest
Iowa,2009,236022,350071,1908202,0.172996,0.682483,0.588512,0.069401,0.142729,0.029911,0.13328,0.450345,0.304533,West North Central,Midwest
Kansas,2009,226545,330970,1730522,0.156881,0.631648,0.593119,0.064218,0.140734,0.035181,0.134777,0.441474,0.303327,West North Central,Midwest
Kentucky,2009,334420,446645,2781361,0.13025,0.495586,0.404889,0.054407,0.14256,0.0293,0.150376,0.48425,0.358806,East South Central,South
Louisiana,2009,367519,527254,2756163,0.150719,0.593687,0.486639,0.052811,0.157613,0.031654,0.108586,0.418807,0.304053,West South Central,South
Maine,2009,96374,128182,903556,0.137251,0.651257,0.594696,0.089356,0.273381,0.073598,0.124595,0.470676,0.280984,New England,Northeast
Maryland,2009,452038,616208,3653639,0.128073,0.590871,0.555114,0.070738,0.190067,0.038128,0.092626,0.359429,0.24008,South Atlantic,South
Massachusetts,2009,494016,766014,4324616,0.155803,0.743319,0.672268,0.10272,0.279755,0.069233,0.103911,0.423909,0.226453,New England,Northeast
Michigan,2009,822105,1097830,6398696,0.133482,0.626153,0.586951,0.080901,0.200577,0.064719,0.11914,0.453451,0.297669,East North Central,Midwest
Minnesota,2009,413410,583280,3372460,0.13165,0.666929,0.630867,0.060923,0.167565,0.040472,0.111794,0.469552,0.259232,West North Central,Midwest
Mississippi,2009,248816,336097,1784646,0.123885,0.529283,0.428032,0.052236,0.12574,0.031481,0.135413,0.468619,0.351903,East South Central,South
Missouri,2009,476436,643637,3819620,0.151595,0.604984,0.534991,0.064236,0.174365,0.041818,0.158457,0.475775,0.345509,West North Central,Midwest
Montana,2009,73735,110260,633252,0.191534,0.65924,0.611882,0.096084,0.227135,0.068431,0.163427,0.479501,0.311869,Mountain,West
